model,image_id,label,pred,prob,inside_fraction,density_ratio,lesion_area_frac
CNN,ISIC_0026620,0,0,0.3106343746185303,0.04680390655994415,0.08937282860279083,0.35459183673469385
CNN,ISIC_0024323,1,1,0.575945258140564,0.8045555353164673,8.259231567382812,0.33262914540816324
CNN,ISIC_0033811,0,1,0.5602816939353943,0.20657145977020264,1.5390231609344482,0.1446906887755102
CNN,ISIC_0031387,0,0,0.3381947875022888,0.8930906653404236,7.588628768920898,0.5239955357142857
CNN,ISIC_0029154,0,0,0.3665349781513214,0.11514396220445633,0.41662105917930603,0.23800223214285715
CNN,ISIC_0028284,0,0,0.35647517442703247,0.0,0.0,0.10152264030612244
CNN,ISIC_0034225,0,0,0.24385912716388702,0.0,0.0,0.115234375
CNN,ISIC_0029733,0,0,0.26736927032470703,0.029610570520162582,0.1677604466676712,0.1538982780612245
CNN,ISIC_0026806,0,0,0.11828530579805374,0.0,0.0,0.13087930484693877
CNN,ISIC_0027000,0,0,0.3680197596549988,0.022257577627897263,0.08079143613576889,0.21982621173469388
CNN,ISIC_0024716,0,1,0.5564890503883362,0.021169625222682953,0.37851259112358093,0.05404974489795918
CNN,ISIC_0032360,0,0,0.40954822301864624,0.8059635162353516,7.824865341186523,0.3467594068877551
CNN,ISIC_0026573,0,1,0.5711696147918701,0.2001669555902481,3.768008232116699,0.06228077168367347
CNN,ISIC_0026540,0,0,0.3117816150188446,0.0009348310413770378,0.00653683440759778,0.12521922831632654
CNN,ISIC_0030246,1,1,0.7551793456077576,0.8267419934272766,9.114511489868164,0.3436304209183674
CNN,ISIC_0032586,1,1,0.7020344734191895,0.9570620059967041,21.399490356445312,0.5101841517857143
CNN,ISIC_0028846,0,1,0.583308756351471,0.26876935362815857,3.0951855182647705,0.10614636479591837
CNN,ISIC_0029476,0,1,0.5162951350212097,0.4693450331687927,12.222108840942383,0.06748246173469388
CNN,ISIC_0033251,0,0,0.3854038715362549,0.00022517103934660554,0.009864713065326214,0.022321428571428572
CNN,ISIC_0032165,0,1,0.7230625748634338,0.7790437936782837,9.626375198364258,0.2680763711734694
CNN,ISIC_0033287,1,0,0.46020403504371643,0.06995889544487,1.235300898551941,0.05739795918367347
CNN,ISIC_0031217,0,0,0.2983742356300354,0.00022136497136671096,0.005974720232188702,0.03573421556122449
CNN,ISIC_0032672,1,1,0.8526787161827087,0.9085597991943359,19.4892520904541,0.33767139668367346
CNN,ISIC_0031999,1,1,0.6614475846290588,0.827917754650116,16.742876052856445,0.22321428571428573
CNN,ISIC_0033752,1,0,0.4905611574649811,0.525970458984375,1.4296015501022339,0.43698182397959184
CNN,ISIC_0027254,0,0,0.4585118591785431,0.9914959669113159,51.44724655151367,0.6938376913265306
CNN,ISIC_0026607,0,1,0.5870582461357117,0.41503968834877014,3.921776533126831,0.15320073341836735
CNN,ISIC_0024843,0,0,0.47959664463996887,0.12055937200784683,0.1686495691537857,0.44838169642857145
CNN,ISIC_0030808,0,0,8.49598169594401e-11,0.6757664680480957,2.188598394393921,0.4877830038265306
CNN,ISIC_0032787,0,0,0.2214442640542984,0.8199055790901184,18.953577041625977,0.19367825255102042
CNN,ISIC_0024785,0,0,0.2760762870311737,0.0009713153704069555,0.010315130464732647,0.08613679846938775
CNN,ISIC_0031541,0,0,0.4190121293067932,0.001380510744638741,0.035810213536024094,0.03716916454081633
CNN,ISIC_0030276,0,1,0.7309731841087341,0.9458975791931152,6.224727153778076,0.7374441964285714
CNN,ISIC_0028452,0,0,0.07807813584804535,,,0.4121691645408163
CNN,ISIC_0033001,0,1,0.5914628505706787,0.8659988045692444,5.597347259521484,0.5358737244897959
CNN,ISIC_0027662,0,0,0.32899779081344604,0.00959418062120676,0.009228701703250408,0.5121173469387755
CNN,ISIC_0025894,0,0,0.3694814443588257,0.0003729890158865601,0.00593697652220726,0.05913185586734694
CNN,ISIC_0031555,0,0,0.4410366714000702,0.0004494274326134473,0.054309140890836716,0.00821109693877551
CNN,ISIC_0028944,0,1,0.7414045333862305,0.947628378868103,18.83770751953125,0.4899354272959184
CNN,ISIC_0030226,0,0,0.476568341255188,0.24432425200939178,0.7978177666664124,0.2883848852040816
CNN,ISIC_0030115,0,0,0.4707358181476593,0.6146978139877319,3.3862178325653076,0.3202527104591837
CNN,ISIC_0028156,1,0,0.3446330726146698,0.8408719301223755,14.977288246154785,0.2608019770408163
CNN,ISIC_0029033,1,1,0.7772490978240967,0.8615492582321167,13.046183586120605,0.3229432397959184
CNN,ISIC_0024986,0,0,0.4104264974594116,0.0007580220699310303,0.010913701727986336,0.06499123086734694
CNN,ISIC_0032447,1,1,0.9043195843696594,0.7051112651824951,7.474552631378174,0.24236686862244897
CNN,ISIC_0028762,0,0,0.26128479838371277,0.0007474931771866977,0.007167231757193804,0.09450733418367346
CNN,ISIC_0029934,0,0,0.3332357704639435,0.00044735005940310657,0.0032044711988419294,0.12254862882653061
CNN,ISIC_0030302,0,0,0.33165180683135986,0.007724107708781958,0.05537581071257591,0.12324617346938775
CNN,ISIC_0027928,0,0,0.23198556900024414,0.0,0.0,0.10566804846938775
CNN,ISIC_0031951,0,1,0.5149418115615845,0.43467211723327637,1.0401540994644165,0.42502391581632654
CNN,ISIC_0027036,0,0,0.4915907680988312,0.06988475471735,0.28518205881118774,0.20852598852040816
CNN,ISIC_0026482,0,0,0.4543308615684509,0.21858632564544678,0.7500426173210144,0.2716438137755102
CNN,ISIC_0025217,0,0,0.323756605386734,0.02522568590939045,0.056329745799303055,0.31479193239795916
CNN,ISIC_0032045,0,1,0.592521607875824,0.7857373356819153,1.6491711139678955,0.6897919323979592
CNN,ISIC_0033633,0,1,0.8322109580039978,0.8652817606925964,11.671281814575195,0.3549705038265306
CNN,ISIC_0032875,1,1,0.724679708480835,0.814638078212738,15.642956733703613,0.2193279655612245
CNN,ISIC_0026808,0,0,0.3719329237937927,0.3891846239566803,0.5838162302970886,0.521843112244898
CNN,ISIC_0025951,0,0,0.28957176208496094,5.022555706091225e-05,0.0005445900023914874,0.08444276147959184
CNN,ISIC_0027109,0,1,0.5695205330848694,0.4021512269973755,7.706575393676758,0.08027742346938775
CNN,ISIC_0032620,0,1,0.5183748006820679,0.9065936207771301,11.049447059631348,0.46763392857142855
CNN,ISIC_0024856,0,0,0.06586557626724243,,,0.09536431760204081
CNN,ISIC_0028177,0,0,0.352944552898407,0.004332947079092264,0.025903994217514992,0.14383370535714285
CNN,ISIC_0029527,0,1,0.6165843605995178,0.7877309918403625,3.851778745651245,0.49069276147959184
CNN,ISIC_0027645,0,0,0.47512996196746826,0.0009249279974028468,0.0759817510843277,0.012037627551020409
CNN,ISIC_0029806,0,0,0.38066548109054565,0.6928917765617371,3.3505821228027344,0.4024035395408163
CNN,ISIC_0029511,0,0,0.4219950735569,0.15541373193264008,0.2997951805591583,0.38034119897959184
CNN,ISIC_0030943,0,0,0.31612133979797363,0.0,0.0,0.20549665178571427
CNN,ISIC_0033170,0,0,0.4604012668132782,0.07748760282993317,0.6206679344177246,0.11920041454081633
CNN,ISIC_0033590,0,0,0.3872802257537842,0.0006567771779373288,0.01044212095439434,0.05921157525510204
CNN,ISIC_0025236,0,0,0.2177785485982895,0.0,0.0,0.0839046556122449
CNN,ISIC_0031805,0,0,0.30607008934020996,0.02578575350344181,0.13277289271354675,0.16621492346938777
CNN,ISIC_0030666,0,0,0.45804089307785034,0.0027098224963992834,0.09349840134382248,0.0282405931122449
CNN,ISIC_0033831,1,1,0.8869814276695251,0.8501356840133667,13.568403244018555,0.29482222576530615
CNN,ISIC_0034171,0,0,0.36278796195983887,0.018504107370972633,0.10517565906047821,0.1520049426020408
CNN,ISIC_0031957,1,1,0.6059075593948364,0.7482224702835083,13.018697738647461,0.18584582270408162
CNN,ISIC_0024327,0,0,0.34506943821907043,0.040223341435194016,0.10795048624277115,0.27965561224489793
CNN,ISIC_0032211,0,0,0.23488636314868927,0.40323370695114136,0.8097479939460754,0.45487882653061223
CNN,ISIC_0026092,0,0,0.44345006346702576,0.5551885962486267,10.860687255859375,0.10307716836734694
CNN,ISIC_0032590,0,1,0.5907659530639648,0.17434518039226532,4.954690456390381,0.04087611607142857
CNN,ISIC_0029203,0,1,0.5723696947097778,0.8463212847709656,3.5580503940582275,0.6075015943877551
CNN,ISIC_0032863,0,1,0.5895472764968872,0.1555214822292328,1.963304042816162,0.08575813137755102
CNN,ISIC_0031560,0,1,0.5875771641731262,0.6678858995437622,10.47408676147461,0.1610730229591837
CNN,ISIC_0029928,0,0,0.3186062276363373,0.13643059134483337,0.2778300642967224,0.36250398596938777
CNN,ISIC_0028119,0,0,0.24333028495311737,0.009191024117171764,0.03147730976343155,0.2276187818877551
CNN,ISIC_0031896,0,1,0.5693093538284302,0.32620909810066223,7.898264408111572,0.05775669642857143
CNN,ISIC_0029525,0,1,0.6877614259719849,0.8101891875267029,5.092644214630127,0.4559749681122449
CNN,ISIC_0026455,0,1,0.5701109170913696,0.9986040592193604,28.909427642822266,0.9611567283163265
CNN,ISIC_0032645,1,0,0.3787528872489929,0.5192486643791199,6.590688228607178,0.14080436862244897
CNN,ISIC_0025843,0,0,0.4457762539386749,0.39533206820487976,2.231684923171997,0.22658242984693877
CNN,ISIC_0032663,0,1,0.7093259692192078,0.8080193996429443,23.08997344970703,0.15417729591836735
CNN,ISIC_0025296,0,0,0.3175017237663269,0.0310902688652277,0.08733370155096054,0.26869419642857145
CNN,ISIC_0034197,0,1,0.6138631105422974,0.7936819195747375,3.978196859359741,0.49160953443877553
CNN,ISIC_0024492,0,0,0.30211877822875977,0.0,0.0,0.07403938137755102
CNN,ISIC_0030136,0,0,0.4567485451698303,0.33641645312309265,1.5672062635421753,0.24441964285714285
CNN,ISIC_0027373,0,0,0.21101100742816925,0.0006801715935580432,0.006371093913912773,0.09652024872448979
CNN,ISIC_0028661,0,0,0.12273169308900833,0.0,0.0,0.2072704081632653
CNN,ISIC_0034242,1,1,0.7282111048698425,0.8997238278388977,19.17397117614746,0.3187779017857143
CNN,ISIC_0026173,0,0,0.30499109625816345,0.5037633180618286,0.24145132303237915,0.8078563456632653
CNN,ISIC_0032206,0,1,0.5523769855499268,0.6465133428573608,13.018145561218262,0.12318638392857142
CNN,ISIC_0029188,0,0,0.4470241963863373,0.1567762941122055,1.104032039642334,0.1441326530612245
CNN,ISIC_0030716,0,0,0.3338389992713928,0.04476203769445419,0.30585959553718567,0.13285235969387754
CNN,ISIC_0027800,0,0,0.4659203886985779,0.019499368965625763,0.12288833409547806,0.13928970025510204
CNN,ISIC_0024924,0,1,0.7498726844787598,0.7046166062355042,11.335926055908203,0.17384805484693877
CNN,ISIC_0032309,0,0,0.3627800941467285,0.026854965835809708,0.37574198842048645,0.06841916454081633
CNN,ISIC_0029774,0,0,0.22099870443344116,0.0,0.0,0.4368223852040816
CNN,ISIC_0029394,0,0,0.3937748670578003,0.7746767997741699,3.226095676422119,0.5159040178571429
CNN,ISIC_0025491,0,1,0.5426717400550842,0.9397907257080078,4.6799516677856445,0.7693319515306123
CNN,ISIC_0033883,1,1,0.683110237121582,0.2903114855289459,3.9974234104156494,0.09283322704081633
CNN,ISIC_0031829,0,1,0.5284737348556519,0.3820870816707611,11.402718544006348,0.051438934948979595
CNN,ISIC_0030438,0,0,0.1131441593170166,0.0,0.0,0.1419403698979592
CNN,ISIC_0029927,0,0,0.4489835798740387,0.10122241824865341,2.7808432579040527,0.03892299107142857
CNN,ISIC_0033178,1,1,0.6527808904647827,0.898819625377655,16.65995216369629,0.3477758290816326
CNN,ISIC_0026110,0,0,0.22952452301979065,0.0,0.0,0.08500079719387756
CNN,ISIC_0026198,0,0,0.4211178123950958,0.1354447603225708,0.44284602999687195,0.26132015306122447
CNN,ISIC_0027110,0,0,0.4438454806804657,0.3953477740287781,1.5271989107131958,0.29978475765306123
CNN,ISIC_0028818,0,0,0.4173130393028259,0.04934495687484741,0.15690067410469055,0.24858498086734693
CNN,ISIC_0032284,0,0,0.4511158764362335,0.6918377876281738,4.131460189819336,0.35208067602040816
CNN,ISIC_0028166,0,1,0.8546890616416931,0.2969423830509186,0.6142419576644897,0.40744579081632654
CNN,ISIC_0028840,0,0,0.2411283254623413,0.6262539625167847,2.188509702682495,0.43363360969387754
CNN,ISIC_0027947,0,0,0.3873392343521118,0.05388904735445976,0.0918387621641159,0.38279257015306123
CNN,ISIC_0026580,0,0,0.47273096442222595,0.028130121529102325,0.1261839121580124,0.1865832270408163
CNN,ISIC_0024569,0,0,0.11432385444641113,0.0,0.0,0.14939413265306123
CNN,ISIC_0033775,0,1,0.5136001706123352,0.38697272539138794,6.339161396026611,0.09056122448979592
CNN,ISIC_0026352,1,1,0.5690299868583679,0.9104535579681396,24.08755111694336,0.2968152104591837
CNN,ISIC_0033269,1,1,0.582385241985321,0.9399237036705017,11.028952598571777,0.5865353954081632
CNN,ISIC_0029022,0,1,0.5006902813911438,0.03157227113842964,0.34474948048591614,0.08639588647959184
CNN,ISIC_0025146,0,0,0.28797438740730286,6.150799869431012e-09,1.057906331425329e-07,0.05494658801020408
CNN,ISIC_0029448,0,1,0.5089024901390076,0.4698302447795868,4.3284687995910645,0.16994180484693877
CNN,ISIC_0027107,0,1,0.5140573382377625,0.6826105713844299,5.12208890914917,0.295719068877551
CNN,ISIC_0033294,0,1,0.951073408126831,0.9609392285346985,30.194766998291016,0.4489596619897959
CNN,ISIC_0025790,0,0,0.4271610677242279,0.7644051313400269,3.1520214080810547,0.5072345344387755
CNN,ISIC_0029941,0,1,0.5220513939857483,0.8760090470314026,4.758216857910156,0.5975566007653061
CNN,ISIC_0032709,1,1,0.846061646938324,0.9391260743141174,33.272491455078125,0.31678491709183676
CNN,ISIC_0031798,0,0,0.3405405282974243,7.351164822466671e-05,0.000450235849712044,0.14036591198979592
CNN,ISIC_0029327,0,0,0.2824404835700989,0.011716275475919247,0.062213458120822906,0.16005660076530612
CNN,ISIC_0032073,0,0,0.23882608115673065,0.004520069342106581,0.027172770351171494,0.14317602040816327
CNN,ISIC_0030014,1,1,0.6566036343574524,0.06336446106433868,1.648457646369934,0.03942123724489796
CNN,ISIC_0032273,0,1,0.6099696755409241,0.9207996726036072,7.007815361022949,0.6239237882653061
CNN,ISIC_0032896,0,0,0.4853532314300537,0.47870534658432007,3.6953635215759277,0.19903938137755103
CNN,ISIC_0028270,0,0,0.3350068926811218,0.10178107768297195,0.14349055290222168,0.4412468112244898
CNN,ISIC_0031272,0,1,0.5947155356407166,0.8762065768241882,9.73996639251709,0.42085857780612246
CNN,ISIC_0026166,0,0,0.43684861063957214,0.9305234551429749,17.374221801757812,0.4353077168367347
CNN,ISIC_0031187,0,0,0.0,,,0.08248963647959184
CNN,ISIC_0028528,0,1,0.7422486543655396,0.9096313118934631,15.694727897644043,0.3907445790816326
CNN,ISIC_0026150,1,1,0.63770592212677,0.46407023072242737,11.07696533203125,0.07250478316326531
CNN,ISIC_0033052,0,1,0.6821588277816772,0.7134302854537964,8.857145309448242,0.21940768494897958
CNN,ISIC_0025459,0,0,0.3652218282222748,0.02246321737766266,0.13575060665607452,0.1447704081632653
CNN,ISIC_0027454,0,1,0.5579378604888916,0.4474913477897644,1.7205135822296143,0.3200733418367347
CNN,ISIC_0030499,0,0,0.24922972917556763,0.030794894322752953,0.07728805392980576,0.2913345025510204
CNN,ISIC_0031833,0,0,0.4082380533218384,0.01707528345286846,0.043719563633203506,0.284359056122449
CNN,ISIC_0033749,0,0,0.49523016810417175,0.5590912699699402,5.624528408050537,0.18397241709183673
CNN,ISIC_0027139,0,0,0.2834571301937103,0.004320594947785139,0.0065108537673950195,0.39993223852040816
CNN,ISIC_0032747,0,0,0.4102700352668762,5.714973303838633e-05,0.00034857835271395743,0.1408641581632653
CNN,ISIC_0029088,0,0,0.3767721652984619,0.734346866607666,1.2201193571090698,0.6937779017857143
CNN,ISIC_0030817,0,1,0.570736825466156,0.8749631643295288,10.341300964355469,0.4035794005102041
CNN,ISIC_0025355,0,1,0.6914465427398682,0.8473439812660217,9.323850631713867,0.3731664540816326
CNN,ISIC_0030608,0,1,0.6020509004592896,0.4336164891719818,3.8042612075805664,0.16753029336734693
CNN,ISIC_0029834,0,0,0.30949199199676514,7.114114453088405e-08,9.18758530588093e-07,0.07186702806122448
CNN,ISIC_0027935,0,0,0.35579347610473633,0.01082487590610981,0.052690085023641586,0.17197464923469388
CNN,ISIC_0028121,0,1,0.7861146926879883,0.9723066687583923,5.477894306182861,0.8650350765306123
CNN,ISIC_0026735,1,1,0.6342864036560059,0.9873616099357605,15.410782814025879,0.8352399553571429
CNN,ISIC_0033794,0,0,0.3036828935146332,0.8318300843238831,11.591842651367188,0.2990872130102041
CNN,ISIC_0025035,1,1,0.6829562783241272,0.6060035228729248,11.827921867370605,0.11507493622448979
CNN,ISIC_0030687,0,0,0.30852773785591125,0.6314602494239807,12.099589347839355,0.12404336734693877
CNN,ISIC_0026287,0,0,0.20097514986991882,0.019859781488776207,0.04046022519469261,0.3336854272959184
CNN,ISIC_0025045,0,1,0.5522477030754089,0.7252460718154907,11.197152137756348,0.1907684948979592
CNN,ISIC_0027755,0,0,0.31594741344451904,0.049061231315135956,0.14325188100337982,0.26478794642857145
CNN,ISIC_0026388,0,1,0.5177774429321289,0.7602561116218567,3.8624799251556396,0.4508529974489796
CNN,ISIC_0027083,0,0,0.48583292961120605,0.14034126698970795,0.902912974357605,0.15312101403061223
CNN,ISIC_0032163,0,0,0.24946744740009308,0.008762923069298267,0.10049543529748917,0.08085538903061225
CNN,ISIC_0031183,0,0,0.12092766910791397,0.022500379011034966,0.07896546274423599,0.22570551658163265
CNN,ISIC_0033970,0,1,0.509632408618927,0.23697234690189362,3.570647954940796,0.08001833545918367
CNN,ISIC_0027833,0,0,0.4622718095779419,0.2948140799999237,1.1907130479812622,0.25986527423469385
CNN,ISIC_0026836,0,0,0.4041614234447479,0.05681510642170906,0.5211198329925537,0.10361527423469388
CNN,ISIC_0033183,1,1,0.6292028427124023,0.7975022792816162,5.918490409851074,0.39955357142857145
CNN,ISIC_0029725,0,1,0.5867911577224731,0.018297161906957626,0.5043985247612,0.035634566326530615
CNN,ISIC_0032749,0,1,0.6484185457229614,0.8485202789306641,11.461541175842285,0.3282844387755102
CNN,ISIC_0028471,0,0,0.3151792883872986,0.004889740142971277,0.03206736594438553,0.1328722895408163
CNN,ISIC_0025909,0,1,0.829642653465271,0.7624248266220093,14.371824264526367,0.1825374681122449
CNN,ISIC_0033982,0,0,0.3668197691440582,0.017198503017425537,0.24014528095722198,0.06792091836734694
CNN,ISIC_0034118,1,1,0.6897759437561035,0.48335978388786316,7.173556804656982,0.11537388392857142
CNN,ISIC_0033709,0,1,0.7943882346153259,0.8047378063201904,7.380503177642822,0.3583187181122449
CNN,ISIC_0030867,0,0,0.017714720219373703,0.052133239805698395,0.134944349527359,0.2895607461734694
CNN,ISIC_0029966,0,0,0.35166049003601074,0.09124869853258133,0.8525351285934448,0.10536910076530612
CNN,ISIC_0025604,0,1,0.518082857131958,0.895559549331665,3.113271951675415,0.7336375956632653
CNN,ISIC_0030699,0,0,0.2531333565711975,,,0.6816804846938775
CNN,ISIC_0032130,0,0,0.11593005061149597,0.0,0.0,0.15495455994897958
CNN,ISIC_0032399,0,0,0.34238287806510925,0.022347714751958847,0.050574492663145065,0.3112842793367347
CNN,ISIC_0026616,0,0,0.08837122470140457,,,0.1691047512755102
CNN,ISIC_0027733,0,0,0.3888273537158966,0.13700295984745026,0.3932235836982727,0.2876076211734694
CNN,ISIC_0030797,0,0,0.4020068347454071,0.5867687463760376,2.1606853008270264,0.3965640943877551
CNN,ISIC_0029001,0,0,0.3271888196468353,0.1913996934890747,0.8858760595321655,0.2108577806122449
CNN,ISIC_0031174,0,0,0.34264642000198364,0.5854485034942627,0.6806992292404175,0.6747648278061225
CNN,ISIC_0027275,0,0,0.3157093822956085,0.0004982013488188386,0.0025801092851907015,0.16191007653061223
CNN,ISIC_0032578,0,0,0.40009117126464844,0.004607176408171654,0.05037852004170418,0.08414381377551021
CNN,ISIC_0029441,0,0,0.3172970712184906,0.003770012641325593,0.033965226262807846,0.10024713010204081
CNN,ISIC_0028870,0,0,0.4441801905632019,0.41884467005729675,8.655065536499023,0.07686941964285714
CNN,ISIC_0032992,0,0,0.16171769797801971,0.8755403161048889,14.484180450439453,0.3269092793367347
CNN,ISIC_0026127,0,0,0.14949944615364075,0.0,0.0,0.4243662308673469
CNN,ISIC_0031367,0,0,0.32278770208358765,0.010206671431660652,0.03930554911494255,0.20782844387755103
CNN,ISIC_0025125,0,0,0.31742194294929504,0.08563676476478577,0.14340810477733612,0.3950693558673469
CNN,ISIC_0032504,1,1,0.6731714010238647,0.8695982098579407,7.5734968185424805,0.46823182397959184
CNN,ISIC_0033724,0,0,0.3549647331237793,0.0,0.0,0.012914540816326531
CNN,ISIC_0027340,0,1,0.5975415706634521,0.5775616765022278,6.886051654815674,0.16565688775510204
CNN,ISIC_0030898,1,1,0.6098731756210327,0.24882706999778748,4.378544330596924,0.07033242984693877
CNN,ISIC_0028850,0,0,0.26669934391975403,0.024732863530516624,0.1191071942448616,0.1755420918367347
CNN,ISIC_0025546,1,1,0.5161129236221313,0.6983349919319153,8.124013900756836,0.2217594068877551
CNN,ISIC_0030214,0,0,0.325041264295578,0.001047987025231123,0.009062124416232109,0.10375478316326531
CNN,ISIC_0031819,0,1,0.6464590430259705,0.9427238702774048,21.947477340698242,0.4285514987244898
CNN,ISIC_0027173,0,0,0.3206672966480255,0.002024717628955841,0.008139822632074356,0.19951769770408162
CNN,ISIC_0033888,0,1,0.5644112825393677,0.5015190243721008,3.1993210315704346,0.23923788265306123
CNN,ISIC_0026250,0,0,0.3275880813598633,0.00021905926405452192,0.0009900793666020036,0.18120216836734693
CNN,ISIC_0032353,0,0,0.32918423414230347,0.013876890763640404,0.06410378217697144,0.18000637755102042
CNN,ISIC_0032995,0,0,0.11364033818244934,0.1397179812192917,0.18122969567775726,0.47261639030612246
CNN,ISIC_0032965,1,1,0.7647872567176819,0.902792751789093,12.503653526306152,0.4261997767857143
CNN,ISIC_0029410,0,0,0.2507668733596802,0.0,0.0,0.08597735969387756
CNN,ISIC_0030052,0,0,0.14449724555015564,0.0008359551429748535,0.0030867080204188824,0.21324936224489796
CNN,ISIC_0028521,0,0,0.23597459495067596,0.00586702860891819,0.047685276716947556,0.11013233418367346
CNN,ISIC_0031517,1,1,0.9563124179840088,0.5329874157905579,5.446896553039551,0.17323022959183673
CNN,ISIC_0032030,0,1,0.6789215207099915,0.88327956199646,9.822300910949707,0.43516820790816324
CNN,ISIC_0030753,0,0,0.23503032326698303,0.6476024985313416,0.8245161175727844,0.6902901785714286
CNN,ISIC_0031995,0,0,0.14818476140499115,,,0.5335419323979592
CNN,ISIC_0031340,0,0,0.42130979895591736,0.0700736865401268,0.40642014145851135,0.1564094387755102
CNN,ISIC_0034145,1,1,0.8037922978401184,0.9357030391693115,20.440345764160156,0.41587611607142855
CNN,ISIC_0026660,0,0,0.37868261337280273,0.00024266551190521568,0.021199071779847145,0.01132015306122449
CNN,ISIC_0032927,1,0,0.21274982392787933,,,0.18674266581632654
CNN,ISIC_0027530,0,0,0.2524980306625366,0.0,0.0,0.03246572066326531
CNN,ISIC_0033864,0,1,0.6267607808113098,0.6303931474685669,7.164555072784424,0.19228316326530612
CNN,ISIC_0029564,0,1,0.5244840383529663,1.3762247363047209e-05,0.0005531866918317974,0.024274553571428572
CNN,ISIC_0024679,1,1,0.676806628704071,0.8134781718254089,8.206624984741211,0.34701849489795916
CNN,ISIC_0028016,0,0,0.19331003725528717,0.1860329806804657,1.713822841644287,0.11766581632653061
CNN,ISIC_0025133,0,1,0.5874744653701782,0.8718083500862122,5.092739582061768,0.5718072385204082
CNN,ISIC_0029624,0,0,0.30495157837867737,0.06838823109865189,0.17167402803897858,0.29952566964285715
CNN,ISIC_0026055,0,1,0.6252639889717102,0.08051160722970963,1.9112904071807861,0.04380580357142857
CNN,ISIC_0028150,0,0,0.49148890376091003,0.4856966435909271,3.22611141204834,0.22644292091836735
CNN,ISIC_0025820,0,0,0.43485715985298157,0.4691673815250397,2.3144359588623047,0.27634725765306123
CNN,ISIC_0024585,0,0,0.3067818880081177,0.019210614264011383,0.06715554744005203,0.22580516581632654
CNN,ISIC_0033591,0,1,0.534498929977417,0.3288424611091614,7.793187618255615,0.05915178571428571
CNN,ISIC_0026407,0,0,0.4185372292995453,0.26644423604011536,0.47030431032180786,0.43576610331632654
CNN,ISIC_0031115,0,0,0.256740540266037,0.8501985669136047,2.886298418045044,0.6628866390306123
